,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
1193,1000,50,,99,2.1,5.3,49,3%,Provincial,"Macclesfield Primary School, Macclesfield, SA",4,90502,1006,Government,Primary,,,6,99,,2011,400,383,390,387,373,471,472,466,460,435,536,528,551,542,561,,,,,,R-7
1194,1000,51,,96,2.8,6.3,45,4%,Provincial,"Macclesfield Primary School, Macclesfield, SA",6,90502,1004,Government,Primary,,,7,96,,2010,445,450,469,416,411,493,484,503,465,507,524,530,515,535,531,,,,,,R-7
1195,1000,54,,96,3.1,5.3,42,4%,Provincial,"Macclesfield Primary School, Macclesfield, SA",4,90502,1072,Government,Primary,,,6,96,,2009,394,401,395,370,390,497,449,516,473,469,562,544,560,565,547,,,,,,R-7
1196,1000,51,,96,2.4,5.5,45,1%,Provincial,"Macclesfield Primary School, Macclesfield, SA",4,90502,1072,Government,Primary,,,6,96,,2008,334,378,378,347,380,500,484,491,462,505,551,540,545,496,522,,,,,,-
1197,1000,132,,266,5,13.6,134,1%,Provincial,"Angaston Primary School, Angaston, SA",8,90504,1022,Government,Primary,,,16,266,,2014,423,412,431,416,390,511,482,502,490,461,561,531,547,537,500,,,,,,R-7
1198,1000,129,,265,4.1,15.1,136,2%,Provincial,"Angaston Primary School, Angaston, SA",6,90504,1014,Government,Primary,,,17,265,,2013,386,357,402,364,405,505,468,504,466,459,550,529,542,555,535,,,,,,R-7
1199,1000,138,,274,4.3,14.7,136,3%,Provincial,"Angaston Primary School, Angaston, SA",7,90504,1016,Government,Primary,,,17,274,,2012,426,392,426,416,404,515,485,496,475,481,550,532,546,535,544,,,,,,R-7
1200,1000,131,,277,5.1,13.4,146,2%,Provincial,"Angaston Primary School, Angaston, SA",8,90504,1024,Government,Primary,,,16,277,,2011,409,383,410,388,399,510,492,508,494,476,533,550,540,536,559,,,,,,R-7
1201,1000,125,,254,4.3,13.8,129,1%,Provincial,"Angaston Primary School, Angaston, SA",6,90504,1022,Government,Primary,,,16,254,,2010,376,376,384,385,399,464,448,472,451,483,506,526,522,517,526,,,,,,R-7
1202,1000,121,,242,3.7,13.8,121,2%,Provincial,"Angaston Primary School, Angaston, SA",6,90504,995,Government,Primary,,,16,242,,2009,426,387,414,406,429,482,483,490,480,490,561,535,552,517,551,,,,,,R-7
1203,1000,120,,240,3.3,12.4,120,1%,Provincial,"Angaston Primary School, Angaston, SA",5,90504,995,Government,Primary,,,15,240,,2008,405,418,434,396,412,472,476,491,472,470,523,532,520,516,523,,,,,,-
1204,1000,257,,487,5.8,22.2,230,-,Metropolitan,"Marryatville Primary School, Kensington, SA",8,90507,1143,Government,Primary,,,25,487,,2014,464,429,461,448,434,536,512,520,507,493,596,592,588,586,544,,,,,,R-7
1205,1000,258,,491,5.2,25.2,233,0%,Metropolitan,"Marryatville Primary School, Kensington, SA",7,90507,1149,Government,Primary,,,29,491,,2013,475,433,470,442,437,525,525,526,516,504,574,570,573,582,553,,,,,,R-7
1206,1000,232,,472,6.7,24,240,1%,Metropolitan,"Marryatville Primary School, Kensington, SA",10,90507,1154,Government,Primary,,,28,472,,2012,456,428,454,426,432,526,534,541,540,531,564,567,574,550,548,,,,,,R-7
1207,1000,243,,479,5.8,26.4,236,0%,Metropolitan,"Marryatville Primary School, Kensington, SA",8,90507,1157,Government,Primary,,,29,479,,2011,467,426,450,438,454,532,510,525,510,518,556,565,566,555,554,,,,,,R-7
1208,1000,242,,443,6,23.8,201,-,Metropolitan,"Marryatville Primary School, Kensington, SA",9,90507,1164,Government,Primary,,,26,443,,2010,462,450,463,448,454,559,518,527,514,526,565,581,570,559,566,,,,,,R-7
1209,1000,228,,443,6.2,22,215,-,Metropolitan,"Marryatville Primary School, Kensington, SA",8,90507,1128,Government,Primary,,,24,443,,2009,442,412,436,444,427,556,513,533,517,533,594,580,591,572,596,,,,,,R-7
1210,1000,220,,437,5.2,22.2,217,1%,Metropolitan,"Marryatville Primary School, Kensington, SA",7,90507,1128,Government,Primary,,,25,437,,2008,443,420,462,422,443,540,515,506,497,536,556,565,570,558,599,,,,,,-
1211,1000,89,,159,8.1,10.8,70,6%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",11,90919,991,Government,Primary,,,12,159,,2014,548,472,518,487,424,529,460,529,497,487,514,511,530,529,479,,,,,,"U, R-7"
1212,1000,98,,158,8.1,10.4,60,14%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",11,90919,945,Government,Primary,,,12,158,,2013,390,391,408,418,387,478,427,481,464,460,485,492,527,536,535,,,,,,"U, R-7"
1213,1000,94,,159,8.1,9.2,65,13%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",11,90919,948,Government,Primary,,,11,159,,2012,428,361,428,402,382,453,447,466,456,441,527,507,538,506,493,,,,,,"U, R-7"
1214,1000,101,,182,7.3,11,81,12%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",11,90919,951,Government,Primary,,,13,182,,2011,409,364,381,406,388,465,433,453,465,438,511,499,518,503,471,,,,,,"U, R-7"
1215,1000,112,,221,5.8,14.2,109,7%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",10,90919,959,Government,Primary,,,15,221,,2010,409,400,419,390,402,466,433,467,451,478,512,484,509,524,495,,,,,,"U, R-7"
1216,1000,102,,202,6.3,14.2,100,3%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",10,90919,943,Government,Primary,,,15,202,,2009,360,330,370,381,379,466,438,480,470,474,515,494,509,513,492,,,,,,"U, R-7"
1217,1000,119,,224.6,6.1,14.7,106,3%,Provincial,"Mount Barker South Primary School, Mount Barker, SA",9,90919,943,Government,Primary,,,16,225,,2008,369,337,377,371,374,449,416,446,482,454,495,504,503,510,495,,,,,,-
1218,1000,230,,454,7.9,24.2,224,1%,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",12,90509,1017,Government,Primary,,,29,454,,2014,416,389,422,410,344,506,477,508,495,439,578,524,549,547,509,,,,,,R-7
1219,1000,216,,448,8,22.6,232,1%,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",13,90509,1011,Government,Primary,,,27,448,,2013,413,402,437,413,387,478,477,479,473,458,514,495,516,511,500,,,,,,R-7
1220,1000,222,,453,8.2,22.2,231,1%,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",13,90509,1007,Government,Primary,,,26,453,,2012,418,389,421,407,408,483,475,486,488,472,525,517,521,512,501,,,,,,R-7
1221,1000,258,,515,6.3,25.8,257,1%,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",10,90509,1013,Government,Primary,,,28,515,,2011,367,367,371,379,355,465,472,483,461,432,530,517,529,526,505,,,,,,R-7
1222,1000,237,,465,6,23.2,228,-,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",9,90509,1016,Government,Primary,,,26,465,,2010,385,394,413,390,414,457,461,452,472,459,534,527,523,517,520,,,,,,R-7
1223,1000,250,,468,6.4,24.4,218,1%,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",9,90509,1002,Government,Primary,,,27,468,,2009,378,374,390,388,376,496,472,484,460,473,544,541,545,546,535,,,,,,R-7
1224,1000,242,,456,6.5,21.8,214,-,Metropolitan,"McLaren Vale Primary School, Mclaren Vale, SA",9,90509,1002,Government,Primary,,,24,456,,2008,394,374,383,379,418,467,447,463,470,482,538,541,546,537,553,,,,,,-
1225,1000,107,,204,3.8,12.1,97,0%,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",7,90508,1043,Government,Primary,,,14,204,,2014,406,396,422,386,371,502,465,489,489,418,538,519,561,504,507,,,,,,R-7
1226,1000,102,,205,2.6,11,103,0%,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",4,90508,1038,Government,Primary,,,13,205,,2013,417,366,415,386,387,524,465,510,489,476,504,538,529,549,517,,,,,,R-7
1227,1000,101,,200,2.4,11.2,99,1%,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",4,90508,1036,Government,Primary,,,13,200,,2012,412,387,422,405,411,473,453,483,456,466,531,513,533,553,496,,,,,,R-7
1228,1000,96,,188,2,10.3,92,-,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",4,90508,1033,Government,Primary,,,12,188,,2011,408,376,391,392,391,498,488,493,466,488,514,524,531,527,529,,,,,,R-7
1229,1000,81,,165,1.9,9.2,84,1%,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",3,90508,1037,Government,Primary,,,12,165,,2010,396,365,411,377,423,518,458,483,495,495,572,567,581,554,553,,,,,,R-7
1230,1000,62,,132,1.4,6.4,70,1%,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",2,90508,1023,Government,Primary,,,8,132,,2009,423,389,403,394,410,455,444,472,463,473,513,512,494,523,509,,,,,,R-7
1231,1000,51,,105,1.2,5.4,54,-,Metropolitan,"McLaren Flat Primary School, Mclaren Flat, SA",2,90508,1023,Government,Primary,,,7,105,,2008,386,364,404,427,418,496,485,521,497,505,509,519,531,503,562,,,,,,-
1232,1000,151,,283,8.5,19.9,132,10%,Metropolitan,"Munno Para Primary School, Munno Para, SA",12,90914,914,Government,Primary,,,21,283,,2014,364,333,358,367,346,431,408,408,439,397,500,508,505,510,497,,,,,,"U, R-7"
1233,1000,148,,285,7.8,20.4,137,8%,Metropolitan,"Munno Para Primary School, Munno Para, SA",11,90914,914,Government,Primary,,,22,285,,2013,336,336,339,337,300,439,421,445,428,392,463,484,486,487,423,,,,,,"U, R-7"
1234,1000,124,,244,7.4,18.5,120,7%,Metropolitan,"Munno Para Primary School, Munno Para, SA",11,90914,923,Government,Primary,,,19,244,,2012,321,316,348,364,378,447,445,460,438,457,508,486,497,495,476,,,,,,"U, R-7"
1235,1000,144,,263,7.6,18,119,7%,Metropolitan,"Munno Para Primary School, Munno Para, SA",10,90914,924,Government,Primary,,,19,263,,2011,365,346,353,356,383,422,418,422,414,424,486,501,511,497,513,,,,,,"U, R-7"
1236,1000,160,,310,7.6,22.8,150,8%,Metropolitan,"Munno Para Primary School, Munno Para, SA",11,90914,900,Government,Primary,,,24,310,,2010,351,355,360,340,357,433,427,427,447,444,478,478,505,490,490,,,,,,"U, R-7"
1237,1000,168,,325,10.8,18.4,157,6%,Metropolitan,"Munno Para Primary School, Munno Para, SA",16,90914,894,Government,Primary,,,20,325,,2009,350,343,346,319,370,435,431,432,430,447,493,477,515,512,472,,,,,,"U, R-7"
1238,1000,167,,319,8.7,21,152,3%,Metropolitan,"Munno Para Primary School, Munno Para, SA",13,90914,894,Government,Primary,,,23,319,,2008,350,352,352,362,375,428,402,427,430,423,461,474,480,463,460,,,,,,-
1239,1000,290,20,550.6,22.6,39.8,263,11%,Provincial,"Moonta Area School, Moonta, SA",30,90915,931,Government,Combined,1,16,44,553,308,2014,325,343,341,346,348,448,435,447,449,395,487,495,495,499,434,546,548,556,554,482,"U, R-12"
1240,1000,302,13,577.8,21.4,43.3,280,10%,Provincial,"Moonta Area School, Moonta, SA",28,90915,944,Government,Combined,,10,49,582,6,2013,362,329,351,358,352,455,417,454,453,406,504,524,520,523,482,560,567,582,573,548,"U, R-12"
1241,1000,278,13,526.6,19.6,36.7,251,9%,Provincial,"Moonta Area School, Moonta, SA",27,90915,954,Government,Combined,,12,41,529,38,2012,339,325,343,360,406,422,429,441,444,419,523,499,523,530,501,564,563,562,576,539,"U, R-12"
1242,1000,264,17,488.5,18.4,35,231,8%,Provincial,"Moonta Area School, Moonta, SA",26,90915,965,Government,Combined,,17,40,495,51,2011,383,348,375,371,399,463,457,447,447,460,520,521,530,521,509,516,541,534,537,511,"U, R-12"
1243,1000,256,25,486.1,17.9,35.9,237,8%,Provincial,"Moonta Area School, Moonta, SA",23,90915,966,Government,Combined,,18,41,493,,2010,324,345,351,353,366,479,444,448,459,467,538,521,527,537,525,590,593,574,583,561,"U, R-12"
1244,1000,252,24,487.9,14.9,35.1,241,6%,Provincial,"Moonta Area School, Moonta, SA",19,90915,986,Government,Combined,,22,39,493,,2009,389,377,390,374,391,477,463,469,461,472,492,494,487,491,481,528,553,541,521,533,"U, R-12"
1245,1000,232,,471.2,15.4,35.8,243,6%,Provincial,"Moonta Area School, Moonta, SA",18,90915,986,Government,Combined,,,38,475,,2008,373,367,360,374,409,490,450,457,472,464,497,530,505,511,509,556,559,573,584,553,-
1246,1000,153,,282,7,20.3,129,7%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",10,90912,929,Government,Primary,,,22,282,,2014,364,353,370,382,361,438,441,451,446,437,480,479,498,507,453,,,,,,R-7
1247,1000,141,,270,6.7,18.3,129,4%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",9,90912,921,Government,Primary,,,20,270,,2013,356,316,339,362,342,430,404,431,432,418,491,494,487,516,472,,,,,,R-7
1248,1000,94,,179,6.8,12.2,85,6%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",10,90912,937,Government,Primary,,,13,179,,2012,331,325,356,361,353,409,411,430,425,387,507,479,491,495,489,,,,,,3-7
1249,1000,121,,215,5.8,12.5,94,5%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",8,90912,940,Government,Primary,,,13,215,,2011,311,311,322,330,344,416,421,404,425,394,482,479,493,500,498,,,,,,R-7
1250,1000,107,,208,6.6,10.6,101,4%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",8,90912,930,Government,Primary,,,11,208,,2010,282,310,340,321,363,447,416,437,441,437,489,497,482,516,500,,,,,,3-7
1251,1000,111,,219,5.6,12.5,108,5%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",7,90912,936,Government,Primary,,,13,219,,2009,346,329,348,352,367,440,429,450,457,454,480,486,486,508,486,,,,,,3-7
1252,1000,128,,243,3.9,15,115,3%,Metropolitan,"Craigmore South Primary School, Craigmore, SA",6,90912,936,Government,Primary,,,17,243,,2008,340,358,365,357,399,458,426,445,457,454,505,495,506,525,507,,,,,,-
1253,1000,147,,293,8.1,19.2,146,17%,Provincial,"Stirling North Primary School, Stirling North, SA",11,90913,957,Government,Primary,,,22,293,,2014,473,412,437,447,402,460,447,469,481,433,552,517,533,538,501,,,,,,R-7
1254,1000,148,,288,9.4,20,140,16%,Provincial,"Stirling North Primary School, Stirling North, SA",14,90913,947,Government,Primary,,,21,288,,2013,393,354,396,425,382,474,453,479,466,430,506,529,506,531,519,,,,,,R-7
1255,1000,153,,278,8.4,18.4,125,18%,Provincial,"Stirling North Primary School, Stirling North, SA",11,90913,926,Government,Primary,,,20,278,,2012,369,346,382,384,375,485,462,490,485,461,505,506,515,497,494,,,,,,R-7
1256,1000,139,,267,8.9,16.8,128,19%,Provincial,"Stirling North Primary School, Stirling North, SA",14,90913,930,Government,Primary,,,18,267,,2011,372,350,358,370,361,452,472,458,451,436,501,504,497,539,512,,,,,,R-7
1257,1000,139,,264,9,18,125,17%,Provincial,"Stirling North Primary School, Stirling North, SA",14,90913,929,Government,Primary,,,20,264,,2010,361,353,372,368,364,455,477,455,441,455,469,494,489,481,479,,,,,,R-7
1258,1000,146,,268,7.6,17.8,122,15%,Provincial,"Stirling North Primary School, Stirling North, SA",10,90913,928,Government,Primary,,,19,268,,2009,379,360,383,357,370,434,451,434,462,453,521,538,532,538,519,,,,,,R-7
1259,1000,140,,247,8.4,17.5,107,15%,Provincial,"Stirling North Primary School, Stirling North, SA",11,90913,928,Government,Primary,,,19,247,,2008,346,362,359,336,387,422,407,411,425,408,489,505,499,509,513,,,,,,-
1260,1000,608,112,1124.4,26.5,76.4,520,3%,Metropolitan,"The Heights School, Modbury Heights, SA",33,90910,1005,Government,Combined,2,77,85,1128,414,2014,410,387,425,412,408,529,494,503,522,473,541,545,541,554,478,561,568,571,577,526,R-12
1261,1000,610,84,1100.6,25.4,76,494,3%,Metropolitan,"The Heights School, Modbury Heights, SA",31,90910,1001,Government,Combined,2,70,81,1104,-,2013,407,383,402,379,411,501,487,490,497,474,537,531,527,549,488,569,584,578,586,518,"U, R-12"
1262,1000,606,72,1103.9,21.7,71.7,499,3%,Metropolitan,"The Heights School, Modbury Heights, SA",27,90910,993,Government,Combined,2,52,74,1105,39,2012,448,399,443,434,433,499,482,498,489,479,530,513,522,538,479,568,573,571,567,551,R-12
1263,1000,602,87,1113.6,23,69.5,512,3%,Metropolitan,"The Heights School, Modbury Heights, SA",30,90910,986,Government,Combined,2,67,74,1114,39,2011,383,388,399,399,399,496,477,490,491,484,519,523,528,542,513,560,559,562,568,553,R-12
1264,1000,609,72,1123.2,23.3,69.1,518,3%,Metropolitan,"The Heights School, Modbury Heights, SA",30,90910,990,Government,Combined,,65,73,1127,,2010,382,368,383,397,399,473,459,460,487,483,508,512,532,521,517,558,553,554,566,557,R-12
1265,1000,624,80,1140,23.2,71.5,522,3%,Metropolitan,"The Heights School, Modbury Heights, SA",30,90910,993,Government,Combined,,53,75,1146,,2009,397,393,390,397,421,470,470,476,483,465,538,523,531,533,518,558,562,568,565,547,R-12
1266,1000,609,,1099.7,20.8,69.3,498,2%,Metropolitan,"The Heights School, Modbury Heights, SA",26,90910,993,Government,Combined,,,74,1107,,2008,384,376,401,393,403,463,452,462,458,471,526,526,528,538,522,564,554,575,576,569,-
1267,1000,111,12,240.3,8.9,18.2,130,2%,Provincial,"Burra Community School, Burra, SA",13,90911,978,Government,Combined,1,11,21,241,52,2014,339,360,357,358,338,477,450,476,476,412,494,507,520,504,477,526,538,543,555,523,R-12
1268,1000,115,15,240,9.5,19.6,126,3%,Provincial,"Burra Community School, Burra, SA",13,90911,980,Government,Combined,,12,24,241,,2013,418,349,380,385,369,449,427,454,445,444,488,524,524,522,501,579,573,603,582,518,R-12
1269,1000,114,9,231.8,9.7,22.5,119,2%,Provincial,"Burra Community School, Burra, SA",14,90911,1020,Government,Combined,1,5,26,233,16,2012,365,348,371,381,364,450,445,459,452,441,516,502,507,504,484,552,554,568,559,533,R-12
1270,1000,122,11,255.2,7.8,22.9,134,1%,Provincial,"Burra Community School, Burra, SA",12,90911,1010,Government,Combined,,9,26,256,14,2011,338,329,329,352,381,452,476,452,424,423,507,520,541,514,509,517,543,547,521,535,R-12
1271,1000,126,4,258.2,8.5,23.9,135,1%,Provincial,"Burra Community School, Burra, SA",14,90911,1017,Government,Combined,,3,26,261,,2010,331,322,353,344,389,462,458,455,455,448,519,518,511,516,515,548,576,570,558,539,R-12
1272,1000,111,10,225.8,8.2,20.5,117,1%,Provincial,"Burra Community School, Burra, SA",12,90911,984,Government,Combined,,7,23,228,,2009,362,365,351,352,379,463,454,452,434,449,495,507,510,498,513,566,593,577,550,542,R-12
1273,1000,111,,227.7,6.9,23.1,120,-,Provincial,"Burra Community School, Burra, SA",9,90911,984,Government,Combined,,,26,231,,2008,350,355,356,356,392,467,438,441,445,416,506,509,499,517,484,530,567,571,558,554,-
1274,1000,283,,539,6.5,26.5,256,-,Metropolitan,"Rose Park Primary School, Rose Park, SA",10,90468,1169,Government,Primary,,,30,539,,2014,479,446,461,475,422,576,533,576,533,495,565,588,574,577,535,,,,,,R-7
1275,1000,258,,512,3.7,25,254,-,Metropolitan,"Rose Park Primary School, Rose Park, SA",4,90468,1157,Government,Primary,,,27,512,,2013,453,422,450,436,436,540,524,532,537,493,565,592,570,584,544,,,,,,R-7
1276,1000,239,,461,4.8,22.8,222,0%,Metropolitan,"Rose Park Primary School, Rose Park, SA",8,90468,1180,Government,Primary,,,23,461,,2012,490,434,490,449,446,522,521,531,517,478,580,607,586,572,535,,,,,,R-7
1277,1000,223,,416,6.4,20.6,193,0%,Metropolitan,"Rose Park Primary School, Rose Park, SA",10,90468,1188,Government,Primary,,,21,416,,2011,459,441,474,429,425,523,522,513,520,508,561,652,585,593,567,,,,,,R-7
1278,1000,208,,374,7.1,20,166,-,Metropolitan,"Rose Park Primary School, Rose Park, SA",10,90468,1190,Government,Primary,,,21,374,,2010,446,439,454,416,446,519,513,509,515,508,570,604,598,593,569,,,,,,R-7
1279,1000,229,,428,8.1,22.9,199,-,Metropolitan,"Rose Park Primary School, Rose Park, SA",11,90468,1162,Government,Primary,,,25,428,,2009,420,397,415,425,444,554,527,547,528,526,571,618,579,584,594,,,,,,R-7
1280,1000,232,,423,7,21,191,1%,Metropolitan,"Rose Park Primary School, Rose Park, SA",12,90468,1162,Government,Primary,,,23,423,,2008,415,409,440,416,445,507,486,507,511,510,570,575,575,572,576,,,,,,-
1281,1000,23,,47,0.7,3.7,24,-,Metropolitan,"Mylor Primary School, Mylor, SA",1,90532,1070,Government,Primary,,,4,47,,2014,240,370,347,303,351,473,469,505,455,435,-,-,-,-,-,,,,,,R-7
1282,1000,21,,37,0.7,2.9,16,-,Metropolitan,"Mylor Primary School, Mylor, SA",1,90532,1075,Government,Primary,,,4,37,,2013,392,384,444,363,371,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
1283,1000,26,,45,1.3,3.7,19,0%,Metropolitan,"Mylor Primary School, Mylor, SA",2,90532,1079,Government,Primary,,,5,45,,2012,363,367,355,350,396,495,475,506,445,445,561,554,590,558,526,,,,,,R-7
1284,1000,22,,39,0.7,2.9,17,3%,Metropolitan,"Mylor Primary School, Mylor, SA",1,90532,1100,Government,Primary,,,4,39,,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
1285,1000,20,,35,1.1,2.9,15,3%,Metropolitan,"Mylor Primary School, Mylor, SA",2,90532,1105,Government,Primary,,,4,35,,2010,-,-,-,-,-,491,493,549,511,501,-,-,-,-,-,,,,,,R-7
1286,1000,16,,34,1.3,2.7,18,-,Metropolitan,"Mylor Primary School, Mylor, SA",2,90532,1186,Government,Primary,,,4,34,,2009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
1287,1000,24,,43,1.3,3.5,19,-,Metropolitan,"Mylor Primary School, Mylor, SA",2,90532,1186,Government,Primary,,,5,43,,2008,413,400,448,425,481,477,453,440,446,469,-,-,-,-,-,,,,,,-
1288,1000,127,,228,6.4,11.8,101,2%,Provincial,"Hahndorf Primary School, Hahndorf, SA",10,90466,1057,Government,Primary,,,12,228,,2014,412,408,426,390,372,498,458,520,486,456,548,514,558,537,536,,,,,,R-7
1289,1000,136,,242,3.2,14.2,106,2%,Provincial,"Hahndorf Primary School, Hahndorf, SA",5,90466,1050,Government,Primary,,,15,242,,2013,410,388,411,388,394,474,451,471,455,458,542,536,538,536,555,,,,,,R-7
1290,1000,137,,248,5,13.4,111,0%,Provincial,"Hahndorf Primary School, Hahndorf, SA",8,90466,1077,Government,Primary,,,14,248,,2012,384,366,401,380,391,470,466,471,467,442,560,534,559,534,548,,,,,,R-7
1291,1000,136,,245,4.4,13.7,109,-,Provincial,"Hahndorf Primary School, Hahndorf, SA",7,90466,1089,Government,Primary,,,15,245,,2011,353,360,363,367,349,478,482,501,480,448,530,545,540,515,523,,,,,,R-7
1292,1000,119,,221,4.9,11,102,-,Provincial,"Hahndorf Primary School, Hahndorf, SA",8,90466,1087,Government,Primary,,,12,221,,2010,390,376,394,377,405,478,467,477,471,481,571,565,571,567,583,,,,,,R-7
